0.0,0.0,206027.7957336781,92419.07104367441,-3959.7677564482547,324017.28326185246,277377.68902645644,183012.83168869207,186131.21277875977
0.0,0.0,205746.0743633553,91656.07194042635,-4173.137496300787,323909.5478599994,277298.7873732321,182103.16044707064,185995.98473286539
0.0,0.0,205737.49129399605,91588.34615876354,-4185.29684455972,323900.65186623647,277289.3549376342,182184.20786763477,185958.88083928113
0.0,0.0,205916.48405292534,92027.42380067252,-4055.5673274736005,323958.76639835635,277325.11772663106,182944.97179657052,186004.70191268338
0.0,0.0,206403.61794254888,93218.54819169929,-3702.946227964534,324138.16148866183,277446.53239527537,184735.12290329474,186150.21176041436
0.0,0.0,207144.62293056387,95021.1268675999,-3183.849345675072,324440.2229452266,277640.32200815214,187285.09916574354,186381.4628947653
0.0,0.0,207513.78431998397,95988.2867925338,-2940.03653168896,324597.2662924091,277745.9116426654,188477.43055089895,186545.47998580217
0.0,0.0,207392.95079666082,95782.33783139812,-3042.452218678726,324552.29458524555,277730.3101259655,187977.9584990715,186571.05037993492
0.0,0.0,207009.26077421074,94880.355589411,-3334.2318734068795,324401.9120575137,277643.71947310684,186586.5177861761,186480.52582028662
0.0,0.0,206557.2191212904,93749.22327692648,-3680.013339520296,324244.19815803756,277535.7158503363,184969.99502003164,186329.69625769235
0.0,0.0,206025.51585587955,92405.52588734185,-4080.1095414226975,324047.05578369234,277400.08547306573,183125.12684614223,186140.01936555025
0.0,0.0,205738.74299161095,91625.53945932028,-4297.949629899837,323940.3932655092,277319.7086047953,182191.58394286537,186003.36080809598
0.0,0.0,205729.9811083067,91550.12467802314,-4308.097321277697,323923.1824233045,277311.7066807572,182261.90252673044,185967.01687377793
0.0,0.0,205905.93403017128,91979.6804773617,-4178.367804191577,323978.3912288184,277348.81057434145,183009.34481676487,186012.4803192902
0.0,0.0,206381.66853080204,93147.96138691672,-3835.22384376668,324158.8592027938,277464.36908628757,184770.17043651166,186153.11748702035
0.0,0.0,207122.76292578955,94951.61294648725,-3316.261071935956,324455.3327235778,277656.90700154944,187327.47807070482,186384.10040045384
0.0,0.0,207502.38493099122,95944.92441087512,-3061.987642168262,324617.51697167853,277764.73181037494,188558.25445403185,186553.1689854365
0.0,0.0,207388.25693060498,95760.12019873381,-3155.954370257519,324570.84653203766,277749.7561424825,188086.49856367699,186582.2709549827
0.0,0.0,207008.8137393483,94866.18458427099,-3444.068339113494,324436.5125558682,277665.35596044996,186704.17736197574,186494.3839010229
0.0,0.0,206561.46595248376,93740.68491105348,-3786.4076367859625,324278.1281040983,277559.7663259367,185092.97431069458,186346.72828595212
0.0,0.0,206030.56734982535,92394.84175412904,-4185.654472449689,324080.2704739732,277425.43234976724,183241.6241312995,186157.36431821372
